,Date,Close,Vol
217,2018-06-14,63208.0,212730.0
218,2018-06-15,63830.0,236970.0
219,2018-06-18,64108.0,333242.0
220,2018-06-19,64520.0,484989.0
221,2018-06-20,64325.0,600863.0
222,2018-06-21,64307.0,1653351.0
223,2018-06-22,63442.0,1545777.0
224,2018-06-25,63349.0,1426928.0
225,2018-06-26,63615.0,1594634.0
226,2018-06-27,63798.0,1755708.0
227,2018-06-28,63345.0,1520704.0
228,2018-06-29,63320.0,1602284.0
229,2018-07-02,63960.0,1476898.0
230,2018-07-03,63614.0,1121754.0
231,2018-07-04,63736.0,740787.0
232,2018-07-05,63635.0,1452570.0
233,2018-07-06,63425.0,1127818.0
234,2018-07-09,62938.0,907686.0
235,2018-07-10,62199.0,1347482.0
236,2018-07-11,62789.0,2059263.0
237,2018-07-12,62690.0,1329171.0
238,2018-07-13,62990.0,1505957.0
239,2018-07-16,62751.0,1144820.0
240,2018-07-17,63035.0,1380233.0
241,2018-07-18,63372.0,1478667.0
242,2018-07-19,64040.0,1875379.0
243,2018-07-20,63900.0,1344526.0
244,2018-07-23,63447.0,1244170.0
245,2018-07-24,63673.0,1692208.0
246,2018-07-25,63171.0,1398636.0
247,2018-07-26,63319.0,1086604.0
248,2018-07-27,63142.0,1077569.0
249,2018-07-30,62594.0,1145590.0
250,2018-07-31,62900.0,1242305.0
251,2018-08-01,63387.0,1530364.0
252,2018-08-02,63730.0,1863186.0
253,2018-08-03,63668.0,1269186.0
254,2018-08-06,64071.0,1373773.0
255,2018-08-07,63805.0,1052302.0
256,2018-08-08,65855.0,3728093.0
257,2018-08-09,67033.0,3140892.0
258,2018-08-10,68046.0,3665281.0
259,2018-08-13,68099.0,3318539.0
260,2018-08-14,66627.0,2884634.0
261,2018-08-15,67590.0,3244783.0
262,2018-08-16,67096.0,2263469.0
263,2018-08-17,67260.0,2600208.0
264,2018-08-20,67310.0,1496438.0
265,2018-08-21,67463.0,2505770.0
266,2018-08-22,68202.0,2860193.0
267,2018-08-23,68391.0,4738271.0
268,2018-08-24,67273.0,2345372.0
269,2018-08-27,67704.0,1713596.0
270,2018-08-28,68036.0,1708816.0
271,2018-08-29,68106.0,2166452.0
272,2018-08-30,68408.0,2088472.0
273,2018-08-31,67690.0,2191564.0
274,2018-09-03,68267.0,1320682.0
275,2018-09-04,68230.0,1940470.0
276,2018-09-05,68367.0,2035449.0
277,2018-09-06,69327.0,2802619.0
278,2018-09-07,69978.0,3107211.0
279,2018-09-10,71309.0,173710.0
280,2018-09-11,70126.0,197841.0
281,2018-09-12,69678.0,232930.0
282,2018-09-13,68911.0,276003.0
283,2018-09-14,68705.0,341278.0
284,2018-09-17,68711.0,241239.0
285,2018-09-18,68000.0,388014.0
286,2018-09-19,67433.0,678076.0
287,2018-09-20,66897.0,2265672.0
288,2018-09-21,67004.0,2205773.0
289,2018-09-24,66385.0,1738392.0
290,2018-09-25,66478.0,1757230.0
291,2018-09-26,66381.0,1863595.0
292,2018-09-27,66172.0,1780145.0
293,2018-09-28,66100.0,1650710.0
294,2018-10-01,65505.0,1584250.0
295,2018-10-02,66059.0,1886203.0
296,2018-10-03,66428.0,1752601.0
297,2018-10-04,67576.0,2598831.0
298,2018-10-05,67098.0,2162323.0
299,2018-10-08,67069.0,1527415.0
300,2018-10-09,66789.0,2055063.0
301,2018-10-10,67453.0,1950123.0
302,2018-10-11,66789.0,2150456.0
303,2018-10-12,66662.0,1493717.0
304,2018-10-15,66142.0,1552918.0
305,2018-10-16,65797.0,1425649.0
306,2018-10-17,65982.0,1682575.0
307,2018-10-18,66310.0,1822460.0
308,2018-10-19,65959.0,1683835.0
309,2018-10-22,65699.0,1415145.0
310,2018-10-23,65956.0,1561560.0
311,2018-10-24,66167.0,2791802.0
312,2018-10-25,66027.0,1723565.0
313,2018-10-26,66149.0,1701002.0
314,2018-10-29,66277.0,1704608.0
315,2018-10-30,65940.0,1434188.0
316,2018-10-31,66276.0,1359712.0
317,2018-11-01,66105.0,1249816.0
318,2018-11-02,66551.0,2213508.0
319,2018-11-06,66457.0,1200066.0
320,2018-11-07,66689.0,1385674.0
321,2018-11-08,67255.0,1693366.0
322,2018-11-09,68320.0,2448688.0
323,2018-11-12,68193.0,1795293.0
324,2018-11-13,68476.0,2030750.0
325,2018-11-14,67320.0,2803637.0
326,2018-11-15,66193.0,2324198.0
327,2018-11-16,66241.0,1714187.0
328,2018-11-19,65785.0,1455851.0
329,2018-11-20,66439.0,1915354.0
330,2018-11-21,65920.0,1560556.0
331,2018-11-22,65867.0,1196092.0
332,2018-11-23,66423.0,2173018.0
333,2018-11-26,67321.0,2495065.0
334,2018-11-27,67299.0,2123582.0
335,2018-11-28,67147.0,2434872.0
336,2018-11-29,66401.0,2550241.0
337,2018-11-30,67108.0,2138429.0
338,2018-12-03,66683.0,1871144.0
339,2018-12-04,66985.0,1732285.0
340,2018-12-05,66710.0,1331787.0
341,2018-12-06,66996.0,2424667.0
342,2018-12-07,66519.0,2495135.0
343,2018-12-10,67394.0,67893.0
344,2018-12-11,67169.0,56691.0
345,2018-12-12,67160.0,102118.0
346,2018-12-13,66987.0,131280.0
347,2018-12-14,67497.0,223128.0
348,2018-12-17,67506.0,243586.0
349,2018-12-18,68044.0,473120.0
350,2018-12-19,68257.0,1342724.0
351,2018-12-20,69062.0,2432192.0
352,2018-12-21,69577.0,2657660.0
353,2018-12-24,69334.0,1980386.0
354,2018-12-25,69385.0,1140391.0
355,2018-12-26,69410.0,2207831.0
356,2018-12-27,70291.0,2533507.0
357,2018-12-28,70148.0,1562812.0
358,2018-12-29,70497.0,549131.0
359,2019-01-03,69330.0,1391286.0
360,2019-01-04,68432.0,1537210.0
361,2019-01-08,67599.0,1434262.0
362,2019-01-09,67332.0,1572423.0
363,2019-01-10,67532.0,1659571.0
364,2019-01-11,67501.0,1351952.0
365,2019-01-14,67676.0,1298084.0
366,2019-01-15,67537.0,1211054.0
367,2019-01-16,66959.0,1594154.0
368,2019-01-17,66955.0,1450411.0
369,2019-01-18,66826.0,1389080.0
370,2019-01-21,66925.0,910109.0
371,2019-01-22,67080.0,1186011.0
372,2019-01-23,66595.0,1394680.0
373,2019-01-24,66281.0,1445425.0
374,2019-01-25,66492.0,1574396.0
375,2019-01-28,66769.0,1302770.0
376,2019-01-29,66514.0,1433635.0
377,2019-01-30,65952.0,1626371.0
378,2019-01-31,65842.0,1788816.0
379,2019-02-01,65913.0,1521715.0
380,2019-02-04,65994.0,992540.0
381,2019-02-05,66029.0,1283067.0
382,2019-02-06,66267.0,1421643.0
383,2019-02-07,66303.0,1413166.0
384,2019-02-08,66135.0,1249446.0
385,2019-02-11,66197.0,1264989.0
386,2019-02-12,66224.0,1668982.0
387,2019-02-13,66849.0,1590032.0
388,2019-02-14,66968.0,2628905.0
389,2019-02-15,66614.0,1389158.0
390,2019-02-18,66572.0,931735.0
391,2019-02-19,66048.0,1174164.0
392,2019-02-20,65907.0,1235692.0
393,2019-02-21,65840.0,1022854.0
394,2019-02-22,65618.0,1081548.0
395,2019-02-25,65752.0,1313908.0
396,2019-02-26,65903.0,1281308.0
397,2019-02-27,66001.0,1304950.0
398,2019-02-28,66126.0,1193011.0
399,2019-03-01,66117.0,1532990.0
400,2019-03-04,65900.0,1067587.0
401,2019-03-05,65902.0,919063.0
402,2019-03-06,66121.0,1342770.0
403,2019-03-07,66398.0,1416712.0
404,2019-03-11,66895.0,45800.0
405,2019-03-12,66515.0,48226.0
406,2019-03-13,66300.0,76833.0
407,2019-03-14,66379.0,72977.0
408,2019-03-15,65674.0,161130.0
409,2019-03-18,65211.0,311390.0
410,2019-03-19,65226.0,398199.0
411,2019-03-20,64696.0,829878.0
412,2019-03-21,64708.0,1473686.0
413,2019-03-22,65455.0,2439080.0
414,2019-03-25,64880.0,1659076.0
415,2019-03-26,65171.0,1555061.0
416,2019-03-27,65606.0,1816252.0
417,2019-03-28,65708.0,1903654.0
418,2019-03-29,66405.0,3108304.0
419,2019-04-01,65905.0,1956028.0
420,2019-04-02,66037.0,1410406.0
421,2019-04-03,65959.0,1915319.0
