date,open,high,low,close
2019-02-19,7.6,7.6,7.6,7.6
2019-02-20,7.5,7.5,7.5,7.5
2019-02-21,7.48,7.48,7.48,7.48
2019-02-22,7.35,7.35,7.35,7.35
2019-02-25,7.54,7.54,7.54,7.54
2019-02-26,7.48,7.48,7.48,7.48
2019-02-27,7.48,7.48,7.48,7.48
2019-02-28,7.48,7.48,7.48,7.48
2019-03-01,7.57,7.57,7.57,7.57
2019-03-04,7.5,7.5,7.5,7.5
2019-03-05,7.48,7.48,7.48,7.48
2019-03-06,7.53,7.53,7.53,7.53
2019-03-07,7.6,7.6,7.6,7.6
2019-03-11,7.51,7.51,7.51,7.51
2019-03-12,7.58,7.58,7.58,7.58
2019-03-13,7.52,7.52,7.52,7.52
2019-03-14,7.58,7.58,7.58,7.58
2019-03-15,7.52,7.52,7.52,7.52
2019-03-18,7.49,7.49,7.49,7.49
2019-03-19,7.47,7.47,7.47,7.47
2019-03-20,7.45,7.45,7.45,7.45
2019-03-21,7.59,7.59,7.59,7.59
2019-03-22,7.36,7.36,7.36,7.36
2019-03-25,7.49,7.49,7.49,7.49
2019-03-26,7.46,7.46,7.46,7.46
2019-03-27,7.52,7.52,7.52,7.52
2019-03-28,7.57,7.57,7.57,7.57
2019-03-29,7.64,7.64,7.64,7.64
2019-04-01,7.58,7.58,7.58,7.58
2019-04-02,7.42,7.42,7.42,7.42
2019-04-03,7.46,7.46,7.46,7.46
