,Date,3 mo
122,1990-06-27,8.05
123,1990-06-28,8.00
124,1990-06-29,8.00
125,1990-07-02,8.00
126,1990-07-03,7.96
127,1990-07-05,7.92
128,1990-07-06,8.01
129,1990-07-09,8.06
130,1990-07-10,8.07
131,1990-07-11,8.05
132,1990-07-12,7.94
133,1990-07-13,7.85
134,1990-07-16,7.86
135,1990-07-17,7.87
136,1990-07-18,7.80
137,1990-07-19,7.79
138,1990-07-20,7.79
139,1990-07-23,7.73
140,1990-07-24,7.78
141,1990-07-25,7.81
142,1990-07-26,7.83
143,1990-07-27,7.77
144,1990-07-30,7.74
145,1990-07-31,7.74
146,1990-08-01,7.67
147,1990-08-02,7.68
148,1990-08-03,7.52
149,1990-08-06,7.54
150,1990-08-07,7.61
151,1990-08-08,7.62
152,1990-08-09,7.66
153,1990-08-10,7.64
154,1990-08-13,7.66
155,1990-08-14,7.68
156,1990-08-15,7.70
157,1990-08-16,7.73
158,1990-08-17,7.72
159,1990-08-20,7.77
160,1990-08-21,7.83
161,1990-08-22,7.85
162,1990-08-23,7.79
163,1990-08-24,7.74
164,1990-08-27,7.78
165,1990-08-28,7.73
166,1990-08-29,7.72
167,1990-08-30,7.70
168,1990-08-31,7.63
169,1990-09-04,7.64
170,1990-09-05,7.61
171,1990-09-06,7.62
172,1990-09-07,7.63
173,1990-09-10,7.68
174,1990-09-11,7.67
175,1990-09-12,7.61
176,1990-09-13,7.59
177,1990-09-14,7.59
178,1990-09-17,7.61
179,1990-09-18,7.61
180,1990-09-19,7.64
181,1990-09-20,7.63
182,1990-09-21,7.60
183,1990-09-24,7.63
184,1990-09-25,7.59
185,1990-09-26,7.57
186,1990-09-27,7.47
187,1990-09-28,7.37
188,1990-10-01,7.37
189,1990-10-02,7.41
190,1990-10-03,7.38
191,1990-10-04,7.36
192,1990-10-05,7.27
193,1990-10-09,7.41
194,1990-10-10,7.44
195,1990-10-11,7.35
196,1990-10-12,7.37
197,1990-10-15,7.40
198,1990-10-16,7.39
199,1990-10-17,7.44
200,1990-10-18,7.49
201,1990-10-19,7.48
202,1990-10-22,7.47
203,1990-10-23,7.45
204,1990-10-24,7.46
205,1990-10-25,7.41
206,1990-10-26,7.36
207,1990-10-29,7.38
208,1990-10-30,7.37
209,1990-10-31,7.34
210,1990-11-01,7.28
211,1990-11-02,7.31
212,1990-11-05,7.31
213,1990-11-06,7.31
214,1990-11-07,7.32
215,1990-11-08,7.32
216,1990-11-09,7.27
217,1990-11-13,7.27
218,1990-11-14,7.30
219,1990-11-15,7.32
220,1990-11-16,7.31
221,1990-11-19,7.33
222,1990-11-20,7.32
223,1990-11-21,7.27
224,1990-11-23,7.25
225,1990-11-26,7.26
226,1990-11-27,7.27
227,1990-11-28,7.29
228,1990-11-29,7.26
229,1990-11-30,7.24
230,1990-12-03,7.28
231,1990-12-04,7.24
232,1990-12-05,7.23
233,1990-12-06,7.22
234,1990-12-07,7.10
235,1990-12-10,7.07
236,1990-12-11,7.06
237,1990-12-12,7.00
238,1990-12-13,7.05
239,1990-12-14,7.06
240,1990-12-17,7.02
241,1990-12-18,6.94
242,1990-12-19,6.83
243,1990-12-20,6.75
244,1990-12-21,6.79
245,1990-12-24,6.73
246,1990-12-26,6.68
247,1990-12-27,6.67
248,1990-12-28,6.64
249,1990-12-31,6.63
250,1991-01-02,6.66
251,1991-01-03,6.64
252,1991-01-04,6.73
253,1991-01-07,6.71
254,1991-01-08,6.64
255,1991-01-09,6.44
256,1991-01-10,6.40
257,1991-01-11,6.34
258,1991-01-14,6.24
259,1991-01-15,6.23
260,1991-01-16,6.22
261,1991-01-17,6.30
262,1991-01-18,6.24
263,1991-01-22,6.24
264,1991-01-23,6.32
265,1991-01-24,6.31
266,1991-01-25,6.35
267,1991-01-28,6.44
268,1991-01-29,6.41
269,1991-01-30,6.39
270,1991-01-31,6.37
271,1991-02-01,6.17
272,1991-02-04,6.15
273,1991-02-05,6.15
274,1991-02-06,6.08
275,1991-02-07,6.11
276,1991-02-08,6.09
277,1991-02-11,6.05
278,1991-02-12,6.02
279,1991-02-13,6.03
280,1991-02-14,6.02
281,1991-02-15,6.08
282,1991-02-19,6.13
283,1991-02-20,6.11
284,1991-02-21,6.09
285,1991-02-22,6.12
286,1991-02-25,6.16
287,1991-02-26,6.22
288,1991-02-27,6.21
289,1991-02-28,6.22
290,1991-03-01,6.27
291,1991-03-04,6.24
292,1991-03-05,6.25
293,1991-03-06,6.28
294,1991-03-07,6.27
295,1991-03-08,6.16
296,1991-03-11,6.08
297,1991-03-12,6.05
298,1991-03-13,6.02
299,1991-03-14,5.94
300,1991-03-15,5.98
301,1991-03-18,6.03
302,1991-03-19,6.08
303,1991-03-20,6.07
304,1991-03-21,6.06
305,1991-03-22,6.06
306,1991-03-25,6.07
307,1991-03-26,6.05
308,1991-03-27,5.99
309,1991-03-28,5.92
310,1991-04-01,5.94
311,1991-04-02,5.95
312,1991-04-03,5.95
313,1991-04-04,5.92
314,1991-04-05,5.89
315,1991-04-08,5.83
316,1991-04-09,5.79
317,1991-04-10,5.79
318,1991-04-11,5.74
319,1991-04-12,5.68
320,1991-04-15,5.77
321,1991-04-16,5.79
322,1991-04-17,5.73
323,1991-04-18,5.84
324,1991-04-19,5.93
325,1991-04-22,5.87
326,1991-04-23,5.89
327,1991-04-24,5.84
328,1991-04-25,5.78
329,1991-04-26,5.79
330,1991-04-29,5.77
331,1991-04-30,5.68
332,1991-05-01,5.71
333,1991-05-02,5.63
334,1991-05-03,5.64
335,1991-05-06,5.64
336,1991-05-07,5.67
337,1991-05-08,5.67
338,1991-05-09,5.65
339,1991-05-10,5.65
340,1991-05-13,5.65
341,1991-05-14,5.66
342,1991-05-15,5.62
343,1991-05-16,5.57
344,1991-05-17,5.57
345,1991-05-20,5.63
346,1991-05-21,5.67
347,1991-05-22,5.63
348,1991-05-23,5.57
349,1991-05-24,5.57
350,1991-05-28,5.59
351,1991-05-29,5.62
352,1991-05-30,5.62
353,1991-05-31,5.71
354,1991-06-03,5.79
355,1991-06-04,5.74
356,1991-06-05,5.76
357,1991-06-06,5.74
358,1991-06-07,5.74
359,1991-06-10,5.77
360,1991-06-11,5.74
361,1991-06-12,5.73
362,1991-06-13,5.76
363,1991-06-14,5.77
364,1991-06-17,5.78
365,1991-06-18,5.80
366,1991-06-19,5.74
367,1991-06-20,5.74
368,1991-06-21,5.75
369,1991-06-24,5.75
370,1991-06-25,5.75
371,1991-06-26,5.73
372,1991-06-27,5.73
373,1991-06-28,5.71
374,1991-07-01,5.76
375,1991-07-02,5.75
376,1991-07-03,5.73
377,1991-07-05,5.76
378,1991-07-08,5.75
379,1991-07-09,5.76
380,1991-07-10,5.75
381,1991-07-11,5.74
382,1991-07-12,5.72
383,1991-07-15,5.75
384,1991-07-16,5.76
385,1991-07-17,5.79
386,1991-07-18,5.77
387,1991-07-19,5.76
388,1991-07-22,5.76
389,1991-07-23,5.76
390,1991-07-24,5.75
391,1991-07-25,5.76
392,1991-07-26,5.76
393,1991-07-29,5.75
394,1991-07-30,5.73
395,1991-07-31,5.70
396,1991-08-01,5.72
397,1991-08-02,5.63
398,1991-08-05,5.68
399,1991-08-06,5.58
400,1991-08-07,5.55
401,1991-08-08,5.54
402,1991-08-09,5.48
403,1991-08-12,5.48
404,1991-08-13,5.45
405,1991-08-14,5.45
406,1991-08-15,5.46
407,1991-08-16,5.42
408,1991-08-19,5.27
409,1991-08-20,5.26
410,1991-08-21,5.44
411,1991-08-22,5.47
412,1991-08-23,5.56
413,1991-08-26,5.58
414,1991-08-27,5.55
415,1991-08-28,5.46
416,1991-08-29,5.43
417,1991-08-30,5.49
418,1991-09-03,5.51
419,1991-09-04,5.49
420,1991-09-05,5.48
421,1991-09-06,5.45
422,1991-09-09,5.44
423,1991-09-10,5.40
424,1991-09-11,5.42
425,1991-09-12,5.38
426,1991-09-13,5.31
427,1991-09-16,5.34
428,1991-09-17,5.35
429,1991-09-18,5.34
430,1991-09-19,5.36
431,1991-09-20,5.35
432,1991-09-23,5.37
433,1991-09-24,5.33
434,1991-09-25,5.33
435,1991-09-26,5.28
436,1991-09-27,5.28
437,1991-09-30,5.26
438,1991-10-01,5.25
439,1991-10-02,5.24
440,1991-10-03,5.19
441,1991-10-04,5.17
442,1991-10-07,5.18
443,1991-10-08,5.17
444,1991-10-09,5.16
445,1991-10-10,5.18
446,1991-10-11,5.14
447,1991-10-15,5.13
448,1991-10-16,5.12
449,1991-10-17,5.18
450,1991-10-18,5.18
451,1991-10-21,5.19
452,1991-10-22,5.21
453,1991-10-23,5.19
454,1991-10-24,5.12
455,1991-10-25,5.11
456,1991-10-28,5.09
457,1991-10-29,5.03
458,1991-10-30,4.98
459,1991-10-31,4.96
460,1991-11-01,4.89
461,1991-11-04,4.88
462,1991-11-05,4.90
463,1991-11-06,4.76
464,1991-11-07,4.76
465,1991-11-08,4.75
466,1991-11-12,4.77
467,1991-11-13,4.76
468,1991-11-14,4.76
469,1991-11-15,4.72
470,1991-11-18,4.71
471,1991-11-19,4.66
472,1991-11-20,4.62
473,1991-11-21,4.56
474,1991-11-22,4.55
475,1991-11-25,4.55
476,1991-11-26,4.52
477,1991-11-27,4.51
478,1991-11-29,4.47
479,1991-12-02,4.51
480,1991-12-03,4.48
481,1991-12-04,4.43
482,1991-12-05,4.43
483,1991-12-06,4.36
484,1991-12-09,4.28
485,1991-12-10,4.32
486,1991-12-11,4.26
487,1991-12-12,4.26
488,1991-12-13,4.26
489,1991-12-16,4.25
490,1991-12-17,4.22
491,1991-12-18,4.23
492,1991-12-19,4.15
493,1991-12-20,3.84
494,1991-12-23,3.87
495,1991-12-24,3.91
496,1991-12-26,3.92
497,1991-12-27,3.96
498,1991-12-30,3.97
499,1991-12-31,3.96
500,1992-01-02,3.96
501,1992-01-03,3.95
502,1992-01-06,3.92
503,1992-01-07,3.85
504,1992-01-08,3.82
505,1992-01-09,3.87
506,1992-01-10,3.92
507,1992-01-13,3.92
508,1992-01-14,3.92
509,1992-01-15,3.94
510,1992-01-16,3.89
511,1992-01-17,3.89
512,1992-01-21,3.86
513,1992-01-22,3.85
514,1992-01-23,3.87
515,1992-01-24,3.91
516,1992-01-27,3.93
517,1992-01-28,3.93
518,1992-01-29,3.96
519,1992-01-30,3.93
520,1992-01-31,3.94
521,1992-02-03,3.96
522,1992-02-04,3.94
523,1992-02-05,3.94
524,1992-02-06,3.91
525,1992-02-07,3.84
526,1992-02-10,3.83
527,1992-02-11,3.85
528,1992-02-12,3.85
529,1992-02-13,3.89
530,1992-02-14,3.89
531,1992-02-18,3.93
532,1992-02-19,3.95
533,1992-02-20,3.98
534,1992-02-21,4.03
535,1992-02-24,4.07
536,1992-02-25,4.07
537,1992-02-26,4.05
538,1992-02-27,4.04
539,1992-02-28,4.03
540,1992-03-02,4.14
541,1992-03-03,4.14
542,1992-03-04,4.13
543,1992-03-05,4.14
544,1992-03-06,4.14
545,1992-03-09,4.10
546,1992-03-10,4.11
547,1992-03-11,4.11
548,1992-03-12,4.12
549,1992-03-13,4.16
550,1992-03-16,4.18
551,1992-03-17,4.16
552,1992-03-18,4.15
553,1992-03-19,4.15
554,1992-03-20,4.16
555,1992-03-23,4.17
556,1992-03-24,4.15
557,1992-03-25,4.11
558,1992-03-26,4.11
559,1992-03-27,4.11
560,1992-03-30,4.16
561,1992-03-31,4.15
562,1992-04-01,4.11
563,1992-04-02,4.12
564,1992-04-03,4.06
565,1992-04-06,4.03
566,1992-04-07,3.96
567,1992-04-08,3.96
568,1992-04-09,3.75
569,1992-04-10,3.74
570,1992-04-13,3.70
571,1992-04-14,3.70
572,1992-04-15,3.70
573,1992-04-16,3.73
574,1992-04-20,3.79
575,1992-04-21,3.77
576,1992-04-22,3.77
577,1992-04-23,3.76
578,1992-04-24,3.76
579,1992-04-27,3.82
580,1992-04-28,3.80
581,1992-04-29,3.80
582,1992-04-30,3.79
583,1992-05-01,3.72
584,1992-05-04,3.71
585,1992-05-05,3.72
586,1992-05-06,3.70
587,1992-05-07,3.71
588,1992-05-08,3.72
589,1992-05-11,3.74
590,1992-05-12,3.70
591,1992-05-13,3.67
592,1992-05-14,3.65
593,1992-05-15,3.66
594,1992-05-18,3.69
595,1992-05-19,3.62
596,1992-05-20,3.65
597,1992-05-21,3.76
598,1992-05-22,3.77
599,1992-05-26,3.84
600,1992-05-27,3.79
601,1992-05-28,3.77
602,1992-05-29,3.79
603,1992-06-01,3.82
604,1992-06-02,3.83
605,1992-06-03,3.80
606,1992-06-04,3.78
607,1992-06-05,3.77
608,1992-06-08,3.78
609,1992-06-09,3.77
610,1992-06-10,3.77
611,1992-06-11,3.75
612,1992-06-12,3.75
613,1992-06-15,3.75
614,1992-06-16,3.72
615,1992-06-17,3.70
616,1992-06-18,3.69
617,1992-06-19,3.74
618,1992-06-22,3.75
619,1992-06-23,3.77
620,1992-06-24,3.72
621,1992-06-25,3.71
622,1992-06-26,3.71
623,1992-06-29,3.66
624,1992-06-30,3.65
625,1992-07-01,3.63
626,1992-07-02,3.31
627,1992-07-06,3.29
628,1992-07-07,3.28
629,1992-07-08,3.29
630,1992-07-09,3.28
631,1992-07-10,3.29
632,1992-07-13,3.29
633,1992-07-14,3.28
634,1992-07-15,3.25
635,1992-07-16,3.24
636,1992-07-17,3.23
637,1992-07-20,3.26
638,1992-07-21,3.26
639,1992-07-22,3.24
640,1992-07-23,3.23
641,1992-07-24,3.23
642,1992-07-27,3.26
643,1992-07-28,3.26
644,1992-07-29,3.25
645,1992-07-30,3.25
646,1992-07-31,3.25
647,1992-08-03,3.25
648,1992-08-04,3.24
649,1992-08-05,3.24
650,1992-08-06,3.23
651,1992-08-07,3.21
652,1992-08-10,3.20
653,1992-08-11,3.20
654,1992-08-12,3.19
655,1992-08-13,3.16
656,1992-08-14,3.13
657,1992-08-17,3.16
658,1992-08-18,3.14
659,1992-08-19,3.15
660,1992-08-20,3.15
661,1992-08-21,3.14
662,1992-08-24,3.23
663,1992-08-25,3.24
664,1992-08-26,3.23
665,1992-08-27,3.23
666,1992-08-28,3.23
667,1992-08-31,3.23
668,1992-09-01,3.22
669,1992-09-02,3.21
670,1992-09-03,3.21
671,1992-09-04,2.98
672,1992-09-08,2.96
673,1992-09-09,2.97
674,1992-09-10,2.97
675,1992-09-11,2.98
676,1992-09-14,2.95
677,1992-09-15,2.98
678,1992-09-16,2.96
679,1992-09-17,2.94
680,1992-09-18,2.94
681,1992-09-21,2.97
682,1992-09-22,2.98
683,1992-09-23,2.98
684,1992-09-24,2.95
685,1992-09-25,2.86
686,1992-09-28,2.79
687,1992-09-29,2.79
688,1992-09-30,2.75
689,1992-10-01,2.67
690,1992-10-02,2.69
691,1992-10-05,2.75
692,1992-10-06,2.79
693,1992-10-07,2.89
694,1992-10-08,2.85
695,1992-10-09,2.89
696,1992-10-13,2.95
697,1992-10-14,2.99
698,1992-10-15,2.98
699,1992-10-16,2.97
700,1992-10-19,3.04
701,1992-10-20,3.09
702,1992-10-21,2.99
703,1992-10-22,2.98
704,1992-10-23,3.00
705,1992-10-26,3.02
706,1992-10-27,3.00
707,1992-10-28,3.00
708,1992-10-29,3.02
709,1992-10-30,3.03
710,1992-11-02,3.08
711,1992-11-03,3.10
712,1992-11-04,3.09
713,1992-11-05,3.08
714,1992-11-06,3.13
715,1992-11-09,3.17
716,1992-11-10,3.15
717,1992-11-12,3.13
718,1992-11-13,3.15
719,1992-11-16,3.22
720,1992-11-17,3.24
721,1992-11-18,3.22
722,1992-11-19,3.22
723,1992-11-20,3.28
724,1992-11-23,3.34
725,1992-11-24,3.29
726,1992-11-25,3.31
727,1992-11-27,3.33
728,1992-11-30,3.38
729,1992-12-01,3.40
730,1992-12-02,3.42
731,1992-12-03,3.37
732,1992-12-04,3.32
733,1992-12-07,3.35
734,1992-12-08,3.33
735,1992-12-09,3.30
736,1992-12-10,3.29
737,1992-12-11,3.32
738,1992-12-14,3.33
739,1992-12-15,3.29
740,1992-12-16,3.28
741,1992-12-17,3.27
742,1992-12-18,3.23
743,1992-12-21,3.25
744,1992-12-22,3.27
745,1992-12-23,3.25
746,1992-12-24,3.23
747,1992-12-28,3.30
748,1992-12-29,3.27
749,1992-12-30,3.19
750,1992-12-31,3.15
751,1993-01-04,3.19
752,1993-01-05,3.18
753,1993-01-06,3.17
754,1993-01-07,3.19
755,1993-01-08,3.13
756,1993-01-11,3.12
757,1993-01-12,3.09
758,1993-01-13,3.06
759,1993-01-14,3.04
760,1993-01-15,3.00
761,1993-01-19,3.10
762,1993-01-20,3.08
763,1993-01-21,3.05
764,1993-01-22,3.03
765,1993-01-25,3.02
766,1993-01-26,3.01
767,1993-01-27,2.97
768,1993-01-28,2.96
769,1993-01-29,2.96
770,1993-02-01,3.01
771,1993-02-02,3.02
772,1993-02-03,2.99
773,1993-02-04,2.96
774,1993-02-05,2.96
775,1993-02-08,3.00
776,1993-02-09,2.99
777,1993-02-10,3.00
778,1993-02-11,2.98
779,1993-02-12,2.99
780,1993-02-16,3.00
781,1993-02-17,2.97
782,1993-02-18,2.95
783,1993-02-19,2.99
784,1993-02-22,3.01
785,1993-02-23,3.00
786,1993-02-24,3.02
787,1993-02-25,3.01
788,1993-02-26,3.01
789,1993-03-01,3.03
790,1993-03-02,3.03
791,1993-03-03,3.00
792,1993-03-04,2.97
793,1993-03-05,3.07
794,1993-03-08,3.05
795,1993-03-09,3.05
796,1993-03-10,3.04
797,1993-03-11,3.03
798,1993-03-12,3.04
799,1993-03-15,3.06
800,1993-03-16,3.04
801,1993-03-17,3.04
802,1993-03-18,3.01
803,1993-03-19,3.03
804,1993-03-22,2.99
805,1993-03-23,2.98
806,1993-03-24,2.98
807,1993-03-25,2.97
808,1993-03-26,3.00
809,1993-03-29,3.00
810,1993-03-30,2.97
811,1993-03-31,2.95
812,1993-04-01,2.96
813,1993-04-02,2.97
814,1993-04-05,2.97
815,1993-04-06,2.98
816,1993-04-07,2.98
817,1993-04-08,2.96
818,1993-04-12,2.94
819,1993-04-13,2.91
820,1993-04-14,2.88
821,1993-04-15,2.90
822,1993-04-16,2.90
823,1993-04-19,2.87
824,1993-04-20,2.85
825,1993-04-21,2.86
826,1993-04-22,2.88
827,1993-04-23,2.90
828,1993-04-26,2.95
829,1993-04-27,2.97
830,1993-04-28,2.98
831,1993-04-29,2.96
832,1993-04-30,2.97
833,1993-05-03,2.93
834,1993-05-04,2.93
835,1993-05-05,2.95
836,1993-05-06,2.92
837,1993-05-07,2.93
838,1993-05-10,2.95
839,1993-05-11,2.95
840,1993-05-12,2.96
841,1993-05-13,2.99
842,1993-05-14,3.03
843,1993-05-17,3.08
844,1993-05-18,3.08
845,1993-05-19,3.03
846,1993-05-20,3.03
847,1993-05-21,3.07
848,1993-05-24,3.15
849,1993-05-25,3.14
850,1993-05-26,3.12
851,1993-05-27,3.13
852,1993-05-28,3.13
853,1993-06-01,3.14
854,1993-06-02,3.14
855,1993-06-03,3.10
856,1993-06-04,3.18
857,1993-06-07,3.20
858,1993-06-08,3.20
859,1993-06-09,3.18
860,1993-06-10,3.18
861,1993-06-11,3.12
862,1993-06-14,3.13
863,1993-06-15,3.12
864,1993-06-16,3.11
865,1993-06-17,3.10
866,1993-06-18,3.13
867,1993-06-21,3.17
868,1993-06-22,3.16
869,1993-06-23,3.19
870,1993-06-24,3.17
871,1993-06-25,3.15
872,1993-06-28,3.11
873,1993-06-29,3.10
874,1993-06-30,3.10
875,1993-07-01,3.06
876,1993-07-02,3.02
877,1993-07-06,3.12
878,1993-07-07,3.11
879,1993-07-08,3.09
880,1993-07-09,3.09
881,1993-07-12,3.10
882,1993-07-13,3.11
883,1993-07-14,3.08
884,1993-07-15,3.08
885,1993-07-16,3.08
886,1993-07-19,3.12
887,1993-07-20,3.13
888,1993-07-21,3.14
889,1993-07-22,3.16
890,1993-07-23,3.16
891,1993-07-26,3.17
892,1993-07-27,3.17
893,1993-07-28,3.15
894,1993-07-29,3.09
895,1993-07-30,3.10
896,1993-08-02,3.17
897,1993-08-03,3.15
898,1993-08-04,3.15
899,1993-08-05,3.12
900,1993-08-06,3.11
901,1993-08-09,3.11
902,1993-08-10,3.10
903,1993-08-11,3.09
904,1993-08-12,3.08
905,1993-08-13,3.09
906,1993-08-16,3.10
907,1993-08-17,3.08
908,1993-08-18,3.05
909,1993-08-19,3.05
910,1993-08-20,3.06
911,1993-08-23,3.08
912,1993-08-24,3.05
913,1993-08-25,3.04
914,1993-08-26,3.06
915,1993-08-27,3.09
916,1993-08-30,3.08
917,1993-08-31,3.08
918,1993-09-01,3.08
919,1993-09-02,3.05
920,1993-09-03,3.00
921,1993-09-07,3.01
922,1993-09-08,3.02
923,1993-09-09,3.04
924,1993-09-10,3.02
925,1993-09-13,3.04
926,1993-09-14,3.05
927,1993-09-15,3.02
928,1993-09-16,3.01
929,1993-09-17,3.01
930,1993-09-20,3.00
931,1993-09-21,2.98
932,1993-09-22,2.98
933,1993-09-23,2.99
934,1993-09-24,2.99
935,1993-09-27,2.96
936,1993-09-28,2.96
937,1993-09-29,2.99
938,1993-09-30,2.98
939,1993-10-01,2.98
940,1993-10-04,3.02
941,1993-10-05,3.06
942,1993-10-06,3.04
943,1993-10-07,3.05
944,1993-10-08,3.05
945,1993-10-12,3.12
946,1993-10-13,3.10
947,1993-10-14,3.08
948,1993-10-15,3.08
949,1993-10-18,3.13
950,1993-10-19,3.13
951,1993-10-20,3.11
952,1993-10-21,3.12
953,1993-10-22,3.11
954,1993-10-25,3.14
955,1993-10-26,3.16
956,1993-10-27,3.15
957,1993-10-28,3.11
958,1993-10-29,3.10
959,1993-11-01,3.18
960,1993-11-02,3.19
961,1993-11-03,3.16
962,1993-11-04,3.15
963,1993-11-05,3.13
964,1993-11-08,3.17
965,1993-11-09,3.18
966,1993-11-10,3.19
967,1993-11-12,3.18
968,1993-11-15,3.18
969,1993-11-16,3.16
970,1993-11-17,3.16
971,1993-11-18,3.18
972,1993-11-19,3.20
973,1993-11-22,3.21
974,1993-11-23,3.19
975,1993-11-24,3.19
976,1993-11-26,3.18
977,1993-11-29,3.20
978,1993-11-30,3.21
979,1993-12-01,3.19
980,1993-12-02,3.18
981,1993-12-03,3.18
982,1993-12-06,3.18
983,1993-12-07,3.16
984,1993-12-08,3.15
985,1993-12-09,3.13
986,1993-12-10,3.12
987,1993-12-13,3.12
988,1993-12-14,3.11
989,1993-12-15,3.10
990,1993-12-16,3.10
991,1993-12-17,3.09
992,1993-12-20,3.15
993,1993-12-21,3.14
994,1993-12-22,3.13
995,1993-12-23,3.13
996,1993-12-27,3.13
997,1993-12-28,3.13
998,1993-12-29,3.08
999,1993-12-30,3.04
1000,1993-12-31,3.07
1001,1994-01-03,3.16
1002,1994-01-04,3.15
1003,1994-01-05,3.14
1004,1994-01-06,3.12
1005,1994-01-07,3.07
1006,1994-01-10,3.06
1007,1994-01-11,3.04
1008,1994-01-12,3.02
1009,1994-01-13,3.01
1010,1994-01-14,3.03
1011,1994-01-18,3.04
1012,1994-01-19,3.03
1013,1994-01-20,3.01
1014,1994-01-21,3.01
1015,1994-01-24,3.01
1016,1994-01-25,2.99
1017,1994-01-26,2.98
1018,1994-01-27,2.98
1019,1994-01-28,2.99
1020,1994-01-31,3.05
1021,1994-02-01,3.10
1022,1994-02-02,3.13
1023,1994-02-03,3.20
1024,1994-02-04,3.30
1025,1994-02-07,3.31
1026,1994-02-08,3.32
1027,1994-02-09,3.32
1028,1994-02-10,3.33
1029,1994-02-11,3.33
1030,1994-02-14,3.34
1031,1994-02-15,3.34
1032,1994-02-16,3.34
1033,1994-02-17,3.35
1034,1994-02-18,3.36
1035,1994-02-22,3.40
1036,1994-02-23,3.46
1037,1994-02-24,3.44
1038,1994-02-25,3.44
1039,1994-02-28,3.47
1040,1994-03-01,3.58
1041,1994-03-02,3.55
1042,1994-03-03,3.56
1043,1994-03-04,3.62
1044,1994-03-07,3.61
1045,1994-03-08,3.63
1046,1994-03-09,3.61
1047,1994-03-10,3.57
1048,1994-03-11,3.58
1049,1994-03-14,3.66
1050,1994-03-15,3.66
1051,1994-03-16,3.61
1052,1994-03-17,3.55
1053,1994-03-18,3.57
1054,1994-03-21,3.70
1055,1994-03-22,3.60
1056,1994-03-23,3.54
1057,1994-03-24,3.53
1058,1994-03-25,3.57
1059,1994-03-28,3.57
1060,1994-03-29,3.59
1061,1994-03-30,3.57
1062,1994-03-31,3.56
1063,1994-04-04,3.82
1064,1994-04-05,3.75
1065,1994-04-06,3.67
1066,1994-04-07,3.61
1067,1994-04-08,3.65
1068,1994-04-11,3.68
1069,1994-04-12,3.64
1070,1994-04-13,3.64
1071,1994-04-14,3.66
1072,1994-04-15,3.68
1073,1994-04-18,3.84
1074,1994-04-19,3.83
1075,1994-04-20,3.83
1076,1994-04-21,3.83
1077,1994-04-22,3.84
1078,1994-04-25,3.94
1079,1994-04-26,3.97
1080,1994-04-28,3.98
1081,1994-04-29,3.97
1082,1994-05-02,4.10
1083,1994-05-03,4.12
1084,1994-05-04,4.15
1085,1994-05-05,4.13
1086,1994-05-06,4.30
1087,1994-05-09,4.44
1088,1994-05-10,4.35
1089,1994-05-11,4.32
1090,1994-05-12,4.24
1091,1994-05-13,4.24
1092,1994-05-16,4.31
1093,1994-05-17,4.30
1094,1994-05-18,4.29
1095,1994-05-19,4.24
1096,1994-05-20,4.26
1097,1994-05-23,4.35
1098,1994-05-24,4.32
1099,1994-05-25,4.28
1100,1994-05-26,4.27
1101,1994-05-27,4.30
1102,1994-05-31,4.31
1103,1994-06-01,4.28
1104,1994-06-02,4.24
1105,1994-06-03,4.23
1106,1994-06-06,4.25
1107,1994-06-07,4.22
1108,1994-06-08,4.21
1109,1994-06-09,4.23
1110,1994-06-10,4.22
1111,1994-06-13,4.24
1112,1994-06-14,4.21
1113,1994-06-15,4.23
1114,1994-06-16,4.22
1115,1994-06-17,4.23
1116,1994-06-20,4.28
1117,1994-06-21,4.30
1118,1994-06-22,4.28
1119,1994-06-23,4.26
1120,1994-06-24,4.28
1121,1994-06-27,4.28
1122,1994-06-28,4.28
1123,1994-06-29,4.25
1124,1994-06-30,4.26
1125,1994-07-01,4.32
1126,1994-07-05,4.42
1127,1994-07-06,4.39
1128,1994-07-07,4.36
1129,1994-07-08,4.49
1130,1994-07-11,4.61
1131,1994-07-12,4.56
1132,1994-07-13,4.52
1133,1994-07-14,4.41
1134,1994-07-15,4.38
1135,1994-07-18,4.40
1136,1994-07-19,4.37
1137,1994-07-20,4.41
1138,1994-07-21,4.44
1139,1994-07-22,4.50
1140,1994-07-25,4.53
1141,1994-07-26,4.52
1142,1994-07-27,4.57
1143,1994-07-28,4.54
1144,1994-07-29,4.39
1145,1994-08-01,4.45
1146,1994-08-02,4.44
1147,1994-08-03,4.44
1148,1994-08-04,4.43
1149,1994-08-05,4.59
1150,1994-08-08,4.59
1151,1994-08-09,4.56
1152,1994-08-10,4.49
1153,1994-08-11,4.46
1154,1994-08-12,4.51
1155,1994-08-15,4.72
1156,1994-08-16,4.74
1157,1994-08-17,4.69
1158,1994-08-18,4.71
1159,1994-08-19,4.69
1160,1994-08-22,4.73
1161,1994-08-23,4.69
1162,1994-08-24,4.66
1163,1994-08-25,4.68
1164,1994-08-26,4.68
1165,1994-08-29,4.73
1166,1994-08-30,4.71
1167,1994-08-31,4.68
1168,1994-09-01,4.67
1169,1994-09-02,4.67
1170,1994-09-06,4.69
1171,1994-09-07,4.66
1172,1994-09-08,4.67
1173,1994-09-09,4.70
1174,1994-09-12,4.75
1175,1994-09-13,4.72
1176,1994-09-14,4.70
1177,1994-09-15,4.70
1178,1994-09-16,4.73
1179,1994-09-19,4.72
1180,1994-09-20,4.74
1181,1994-09-21,4.92
1182,1994-09-22,4.92
1183,1994-09-23,4.91
