,Date,3 mo
1184,1994-09-26,4.92
1185,1994-09-27,4.83
1186,1994-09-28,4.66
1187,1994-09-29,4.70
1188,1994-09-30,4.80
1189,1994-10-03,5.05
1190,1994-10-04,5.09
1191,1994-10-05,5.09
1192,1994-10-06,5.11
1193,1994-10-07,5.02
1194,1994-10-11,5.06
1195,1994-10-12,5.12
1196,1994-10-13,5.05
1197,1994-10-14,5.00
1198,1994-10-17,5.04
1199,1994-10-18,5.04
1200,1994-10-19,5.05
1201,1994-10-20,5.14
1202,1994-10-21,5.15
1203,1994-10-24,5.22
1204,1994-10-25,5.20
1205,1994-10-26,5.13
1206,1994-10-27,5.12
1207,1994-10-28,5.16
1208,1994-10-31,5.20
1209,1994-11-01,5.22
1210,1994-11-02,5.23
1211,1994-11-03,5.25
1212,1994-11-04,5.33
1213,1994-11-07,5.42
1214,1994-11-08,5.37
1215,1994-11-09,5.34
1216,1994-11-10,5.38
1217,1994-11-14,5.46
1218,1994-11-15,5.53
1219,1994-11-16,5.52
1220,1994-11-17,5.51
1221,1994-11-18,5.50
1222,1994-11-21,5.53
1223,1994-11-22,5.49
1224,1994-11-23,5.44
1225,1994-11-25,5.45
1226,1994-11-28,5.60
1227,1994-11-29,5.69
1228,1994-11-30,5.72
1229,1994-12-01,5.71
1230,1994-12-02,5.79
1231,1994-12-05,6.03
1232,1994-12-06,5.94
1233,1994-12-07,5.82
1234,1994-12-08,5.83
1235,1994-12-09,5.82
1236,1994-12-12,5.93
1237,1994-12-13,5.95
1238,1994-12-14,5.84
1239,1994-12-15,5.70
1240,1994-12-16,5.71
1241,1994-12-19,5.75
1242,1994-12-20,5.63
1243,1994-12-21,5.56
1244,1994-12-22,5.61
1245,1994-12-23,5.68
1246,1994-12-27,5.74
1247,1994-12-28,5.68
1248,1994-12-29,5.66
1249,1994-12-30,5.68
1250,1995-01-03,5.95
1251,1995-01-04,5.85
1252,1995-01-05,5.88
1253,1995-01-06,5.90
1254,1995-01-09,6.00
1255,1995-01-10,5.91
1256,1995-01-11,5.79
1257,1995-01-12,5.78
1258,1995-01-13,5.72
1259,1995-01-17,5.89
1260,1995-01-18,5.87
1261,1995-01-19,5.87
1262,1995-01-20,5.91
1263,1995-01-23,5.97
1264,1995-01-24,5.98
1265,1995-01-25,5.94
1266,1995-01-26,5.94
1267,1995-01-27,5.92
1268,1995-01-30,5.96
1269,1995-01-31,6.00
1270,1995-02-01,6.07
1271,1995-02-02,6.02
1272,1995-02-03,5.96
1273,1995-02-06,5.98
1274,1995-02-07,5.98
1275,1995-02-08,5.94
1276,1995-02-09,5.95
1277,1995-02-10,5.97
1278,1995-02-13,5.98
1279,1995-02-14,5.96
1280,1995-02-15,5.94
1281,1995-02-16,5.85
1282,1995-02-17,5.86
1283,1995-02-21,5.92
1284,1995-02-22,5.85
1285,1995-02-23,5.88
1286,1995-02-24,5.88
1287,1995-02-27,5.92
1288,1995-02-28,5.94
1289,1995-03-01,5.94
1290,1995-03-02,5.93
1291,1995-03-03,5.91
1292,1995-03-06,5.94
1293,1995-03-07,5.96
1294,1995-03-08,5.95
1295,1995-03-09,5.91
1296,1995-03-10,5.96
1297,1995-03-13,5.94
1298,1995-03-14,5.93
1299,1995-03-15,5.92
1300,1995-03-16,5.92
1301,1995-03-17,5.92
1302,1995-03-20,5.93
1303,1995-03-21,5.92
1304,1995-03-22,5.91
1305,1995-03-23,5.89
1306,1995-03-24,5.85
1307,1995-03-27,5.82
1308,1995-03-28,5.89
1309,1995-03-29,5.84
1310,1995-03-30,5.88
1311,1995-03-31,5.88
1312,1995-04-03,5.94
1313,1995-04-04,5.91
1314,1995-04-05,5.88
1315,1995-04-06,5.85
1316,1995-04-07,5.86
1317,1995-04-10,5.85
1318,1995-04-11,5.84
1319,1995-04-12,5.82
1320,1995-04-13,5.75
1321,1995-04-17,5.80
1322,1995-04-18,5.79
1323,1995-04-19,5.80
1324,1995-04-20,5.77
1325,1995-04-21,5.79
1326,1995-04-24,5.83
1327,1995-04-25,5.85
1328,1995-04-26,5.85
1329,1995-04-27,5.87
1330,1995-04-28,5.87
1331,1995-05-01,5.91
1332,1995-05-02,5.89
1333,1995-05-03,5.84
1334,1995-05-04,5.78
1335,1995-05-05,5.74
1336,1995-05-08,5.81
1337,1995-05-09,5.81
1338,1995-05-10,5.82
1339,1995-05-11,5.84
1340,1995-05-12,5.87
1341,1995-05-15,5.88
1342,1995-05-16,5.87
1343,1995-05-17,5.86
1344,1995-05-18,5.87
1345,1995-05-19,5.87
1346,1995-05-22,5.91
1347,1995-05-23,5.91
1348,1995-05-24,5.87
1349,1995-05-25,5.84
1350,1995-05-26,5.84
1351,1995-05-30,5.81
1352,1995-05-31,5.81
1353,1995-06-01,5.67
1354,1995-06-02,5.58
1355,1995-06-05,5.68
1356,1995-06-06,5.69
1357,1995-06-07,5.74
1358,1995-06-08,5.76
1359,1995-06-09,5.77
1360,1995-06-12,5.73
1361,1995-06-13,5.61
1362,1995-06-14,5.61
1363,1995-06-15,5.65
1364,1995-06-16,5.66
1365,1995-06-19,5.63
1366,1995-06-20,5.65
1367,1995-06-21,5.60
1368,1995-06-22,5.54
1369,1995-06-23,5.54
1370,1995-06-26,5.52
1371,1995-06-27,5.59
1372,1995-06-28,5.57
1373,1995-06-29,5.67
1374,1995-06-30,5.60
1375,1995-07-03,5.68
1376,1995-07-05,5.68
1377,1995-07-06,5.53
1378,1995-07-07,5.54
1379,1995-07-10,5.53
1380,1995-07-11,5.56
1381,1995-07-12,5.55
1382,1995-07-13,5.55
1383,1995-07-14,5.59
1384,1995-07-17,5.63
1385,1995-07-18,5.61
1386,1995-07-19,5.58
1387,1995-07-20,5.60
1388,1995-07-21,5.61
1389,1995-07-24,5.61
1390,1995-07-25,5.62
1391,1995-07-26,5.63
1392,1995-07-27,5.58
1393,1995-07-28,5.58
1394,1995-07-31,5.60
1395,1995-08-01,5.61
1396,1995-08-02,5.59
1397,1995-08-03,5.59
1398,1995-08-04,5.58
1399,1995-08-07,5.57
1400,1995-08-08,5.55
1401,1995-08-09,5.56
1402,1995-08-10,5.57
1403,1995-08-11,5.59
1404,1995-08-14,5.60
1405,1995-08-15,5.62
1406,1995-08-16,5.60
1407,1995-08-17,5.61
1408,1995-08-18,5.61
1409,1995-08-21,5.62
1410,1995-08-22,5.63
1411,1995-08-23,5.60
1412,1995-08-24,5.52
1413,1995-08-25,5.50
1414,1995-08-28,5.48
1415,1995-08-29,5.50
1416,1995-08-30,5.46
1417,1995-08-31,5.45
1418,1995-09-01,5.45
1419,1995-09-05,5.49
1420,1995-09-06,5.48
1421,1995-09-07,5.50
1422,1995-09-08,5.52
1423,1995-09-11,5.50
1424,1995-09-12,5.47
1425,1995-09-13,5.47
1426,1995-09-14,5.44
1427,1995-09-15,5.46
1428,1995-09-18,5.41
1429,1995-09-19,5.36
1430,1995-09-20,5.34
1431,1995-09-21,5.40
1432,1995-09-22,5.35
1433,1995-09-25,5.33
1434,1995-09-26,5.45
1435,1995-09-27,5.42
1436,1995-09-28,5.44
1437,1995-09-29,5.40
1438,1995-10-02,5.53
1439,1995-10-03,5.51
1440,1995-10-04,5.47
1441,1995-10-05,5.44
1442,1995-10-06,5.47
1443,1995-10-10,5.47
1444,1995-10-11,5.47
1445,1995-10-12,5.46
1446,1995-10-13,5.45
1447,1995-10-16,5.49
1448,1995-10-17,5.43
1449,1995-10-18,5.41
1450,1995-10-19,5.41
1451,1995-10-20,5.43
1452,1995-10-23,5.38
1453,1995-10-24,5.38
1454,1995-10-25,5.39
1455,1995-10-26,5.38
1456,1995-10-27,5.41
1457,1995-10-30,5.47
1458,1995-10-31,5.48
1459,1995-11-01,5.48
1460,1995-11-02,5.47
1461,1995-11-03,5.47
1462,1995-11-06,5.52
1463,1995-11-07,5.53
1464,1995-11-08,5.52
1465,1995-11-09,5.55
1466,1995-11-10,5.58
1467,1995-11-13,5.59
1468,1995-11-14,5.55
1469,1995-11-15,5.56
1470,1995-11-16,5.52
1471,1995-11-17,5.51
1472,1995-11-20,5.50
1473,1995-11-21,5.52
1474,1995-11-22,5.52
1475,1995-11-24,5.48
1476,1995-11-27,5.50
1477,1995-11-28,5.53
1478,1995-11-29,5.50
1479,1995-11-30,5.48
1480,1995-12-01,5.45
1481,1995-12-04,5.46
1482,1995-12-05,5.47
1483,1995-12-06,5.48
1484,1995-12-07,5.50
1485,1995-12-08,5.50
1486,1995-12-11,5.45
1487,1995-12-12,5.41
1488,1995-12-13,5.42
1489,1995-12-14,5.42
1490,1995-12-15,5.35
1491,1995-12-18,5.32
1492,1995-12-19,5.24
1493,1995-12-20,5.15
1494,1995-12-21,5.05
1495,1995-12-22,5.04
1496,1995-12-26,5.05
1497,1995-12-27,5.04
1498,1995-12-28,4.98
1499,1995-12-29,5.10
1500,1996-01-02,5.20
1501,1996-01-03,5.20
1502,1996-01-04,5.19
1503,1996-01-05,5.19
1504,1996-01-08,5.18
1505,1996-01-09,5.18
1506,1996-01-10,5.19
1507,1996-01-11,5.19
1508,1996-01-12,5.18
1509,1996-01-16,5.14
1510,1996-01-17,5.14
1511,1996-01-18,5.11
1512,1996-01-19,5.10
1513,1996-01-22,5.14
1514,1996-01-23,5.12
1515,1996-01-24,5.12
1516,1996-01-25,5.12
1517,1996-01-26,5.11
1518,1996-01-29,5.17
1519,1996-01-30,5.14
1520,1996-01-31,5.05
1521,1996-02-01,5.03
1522,1996-02-02,4.99
1523,1996-02-05,5.00
1524,1996-02-06,4.98
1525,1996-02-07,4.94
1526,1996-02-08,4.92
1527,1996-02-09,4.93
1528,1996-02-12,4.93
1529,1996-02-13,4.93
1530,1996-02-14,4.94
1531,1996-02-15,4.92
1532,1996-02-16,4.89
1533,1996-02-20,4.99
1534,1996-02-21,4.96
1535,1996-02-22,4.95
1536,1996-02-23,4.97
1537,1996-02-26,4.98
1538,1996-02-27,5.01
1539,1996-02-28,5.01
1540,1996-02-29,5.02
1541,1996-03-01,4.98
1542,1996-03-04,5.02
1543,1996-03-05,5.02
1544,1996-03-06,5.03
1545,1996-03-07,5.03
1546,1996-03-08,5.01
1547,1996-03-11,5.09
1548,1996-03-12,5.09
1549,1996-03-13,5.09
1550,1996-03-14,5.11
1551,1996-03-15,5.14
1552,1996-03-18,5.17
1553,1996-03-19,5.19
1554,1996-03-20,5.16
1555,1996-03-21,5.07
1556,1996-03-22,5.10
1557,1996-03-25,5.13
1558,1996-03-26,5.13
1559,1996-03-27,5.17
1560,1996-03-28,5.19
1561,1996-03-29,5.13
1562,1996-04-01,5.20
1563,1996-04-02,5.16
1564,1996-04-03,5.15
1565,1996-04-04,5.11
1566,1996-04-05,5.15
1567,1996-04-08,5.16
1568,1996-04-09,5.10
1569,1996-04-10,5.08
1570,1996-04-11,5.08
1571,1996-04-12,5.07
1572,1996-04-15,4.97
1573,1996-04-16,4.95
1574,1996-04-17,4.96
1575,1996-04-18,4.98
1576,1996-04-19,5.01
1577,1996-04-22,5.09
1578,1996-04-23,5.10
1579,1996-04-24,5.13
1580,1996-04-25,5.09
1581,1996-04-26,5.11
1582,1996-04-29,5.14
1583,1996-04-30,5.14
1584,1996-05-01,5.11
1585,1996-05-02,5.13
1586,1996-05-03,5.14
1587,1996-05-06,5.14
1588,1996-05-07,5.14
1589,1996-05-08,5.13
1590,1996-05-09,5.13
1591,1996-05-10,5.13
1592,1996-05-13,5.16
1593,1996-05-14,5.14
1594,1996-05-15,5.13
1595,1996-05-16,5.15
1596,1996-05-17,5.15
1597,1996-05-20,5.17
1598,1996-05-21,5.18
1599,1996-05-22,5.18
1600,1996-05-23,5.18
1601,1996-05-24,5.18
1602,1996-05-28,5.17
1603,1996-05-29,5.18
1604,1996-05-30,5.18
1605,1996-05-31,5.18
1606,1996-06-03,5.23
1607,1996-06-04,5.20
1608,1996-06-05,5.22
1609,1996-06-06,5.21
1610,1996-06-07,5.26
1611,1996-06-10,5.29
1612,1996-06-11,5.27
1613,1996-06-12,5.26
1614,1996-06-13,5.24
1615,1996-06-14,5.21
1616,1996-06-17,5.19
1617,1996-06-18,5.21
1618,1996-06-19,5.23
1619,1996-06-20,5.26
1620,1996-06-21,5.26
1621,1996-06-24,5.23
1622,1996-06-25,5.24
1623,1996-06-26,5.24
1624,1996-06-27,5.20
1625,1996-06-28,5.18
1626,1996-07-01,5.27
1627,1996-07-02,5.32
1628,1996-07-03,5.24
1629,1996-07-05,5.31
1630,1996-07-08,5.35
1631,1996-07-09,5.34
1632,1996-07-10,5.29
1633,1996-07-11,5.26
1634,1996-07-12,5.28
1635,1996-07-15,5.32
1636,1996-07-16,5.27
1637,1996-07-17,5.26
1638,1996-07-18,5.25
1639,1996-07-19,5.28
1640,1996-07-22,5.30
1641,1996-07-23,5.30
1642,1996-07-24,5.31
1643,1996-07-25,5.29
1644,1996-07-26,5.29
1645,1996-07-29,5.37
1646,1996-07-30,5.34
1647,1996-07-31,5.32
1648,1996-08-01,5.25
1649,1996-08-02,5.21
1650,1996-08-05,5.20
1651,1996-08-06,5.19
1652,1996-08-07,5.18
1653,1996-08-08,5.15
1654,1996-08-09,5.15
1655,1996-08-12,5.18
1656,1996-08-13,5.17
1657,1996-08-14,5.16
1658,1996-08-15,5.19
1659,1996-08-16,5.18
1660,1996-08-19,5.20
1661,1996-08-20,5.18
1662,1996-08-21,5.14
1663,1996-08-22,5.14
1664,1996-08-23,5.15
1665,1996-08-26,5.21
1666,1996-08-27,5.20
1667,1996-08-28,5.20
1668,1996-08-29,5.24
1669,1996-08-30,5.29
1670,1996-09-03,5.32
1671,1996-09-04,5.32
1672,1996-09-05,5.34
1673,1996-09-06,5.33
1674,1996-09-09,5.29
1675,1996-09-10,5.29
1676,1996-09-11,5.31
1677,1996-09-12,5.28
1678,1996-09-13,5.21
1679,1996-09-16,5.20
1680,1996-09-17,5.31
1681,1996-09-18,5.28
1682,1996-09-19,5.25
1683,1996-09-20,5.29
1684,1996-09-23,5.31
1685,1996-09-24,5.17
1686,1996-09-25,5.07
1687,1996-09-26,5.00
1688,1996-09-27,5.04
1689,1996-09-30,5.14
1690,1996-10-01,5.10
1691,1996-10-02,5.03
1692,1996-10-03,5.04
1693,1996-10-04,5.01
1694,1996-10-07,5.11
1695,1996-10-08,5.12
1696,1996-10-09,5.12
1697,1996-10-10,5.15
1698,1996-10-11,5.13
1699,1996-10-15,5.17
1700,1996-10-16,5.14
1701,1996-10-17,5.12
1702,1996-10-18,5.12
1703,1996-10-21,5.14
1704,1996-10-22,5.16
1705,1996-10-23,5.13
1706,1996-10-24,5.14
1707,1996-10-25,5.14
1708,1996-10-28,5.19
1709,1996-10-29,5.14
1710,1996-10-30,5.14
1711,1996-10-31,5.17
1712,1996-11-01,5.17
1713,1996-11-04,5.19
1714,1996-11-05,5.17
1715,1996-11-06,5.17
1716,1996-11-07,5.16
1717,1996-11-08,5.18
1718,1996-11-12,5.18
1719,1996-11-13,5.17
1720,1996-11-14,5.17
1721,1996-11-15,5.16
1722,1996-11-18,5.18
1723,1996-11-19,5.17
1724,1996-11-20,5.17
1725,1996-11-21,5.18
1726,1996-11-22,5.18
1727,1996-11-25,5.18
1728,1996-11-26,5.16
1729,1996-11-27,5.15
1730,1996-11-29,5.13
1731,1996-12-02,5.08
1732,1996-12-03,5.05
1733,1996-12-04,5.03
1734,1996-12-05,5.04
1735,1996-12-06,5.03
1736,1996-12-09,4.96
1737,1996-12-10,4.96
1738,1996-12-11,4.96
1739,1996-12-12,4.97
1740,1996-12-13,4.92
1741,1996-12-16,4.97
1742,1996-12-17,5.00
1743,1996-12-18,5.03
1744,1996-12-19,5.01
1745,1996-12-20,5.02
1746,1996-12-23,5.10
1747,1996-12-24,5.09
1748,1996-12-26,5.10
1749,1996-12-27,5.11
1750,1996-12-30,5.21
1751,1996-12-31,5.21
1752,1997-01-02,5.19
1753,1997-01-03,5.17
1754,1997-01-06,5.17
1755,1997-01-07,5.16
1756,1997-01-08,5.16
1757,1997-01-09,5.13
1758,1997-01-10,5.17
1759,1997-01-13,5.08
1760,1997-01-14,5.19
1761,1997-01-15,5.16
1762,1997-01-16,5.16
1763,1997-01-17,5.14
1764,1997-01-21,5.18
1765,1997-01-22,5.18
1766,1997-01-23,5.18
1767,1997-01-24,5.16
1768,1997-01-27,5.21
1769,1997-01-28,5.18
1770,1997-01-29,5.18
1771,1997-01-30,5.18
1772,1997-01-31,5.15
1773,1997-02-03,5.12
1774,1997-02-04,5.10
1775,1997-02-05,5.13
1776,1997-02-06,5.14
1777,1997-02-07,5.14
1778,1997-02-10,5.17
1779,1997-02-11,5.14
1780,1997-02-12,5.16
1781,1997-02-13,5.13
1782,1997-02-14,5.10
1783,1997-02-18,5.12
1784,1997-02-19,5.11
1785,1997-02-20,5.10
1786,1997-02-21,5.09
1787,1997-02-24,5.16
1788,1997-02-25,5.13
1789,1997-02-26,5.22
1790,1997-02-27,5.22
1791,1997-02-28,5.22
1792,1997-03-03,5.24
1793,1997-03-04,5.25
1794,1997-03-05,5.21
1795,1997-03-06,5.23
1796,1997-03-07,5.22
1797,1997-03-10,5.20
1798,1997-03-11,5.18
1799,1997-03-12,5.21
1800,1997-03-13,5.26
1801,1997-03-14,5.24
1802,1997-03-17,5.25
1803,1997-03-18,5.25
1804,1997-03-19,5.29
1805,1997-03-20,5.34
1806,1997-03-21,5.41
1807,1997-03-24,5.40
1808,1997-03-25,5.44
1809,1997-03-26,5.35
1810,1997-03-27,5.37
1811,1997-03-31,5.35
1812,1997-04-01,5.32
1813,1997-04-02,5.30
1814,1997-04-03,5.27
1815,1997-04-04,5.29
1816,1997-04-07,5.26
1817,1997-04-08,5.25
1818,1997-04-09,5.24
1819,1997-04-10,5.29
1820,1997-04-11,5.31
1821,1997-04-14,5.30
1822,1997-04-15,5.31
1823,1997-04-16,5.29
1824,1997-04-17,5.29
1825,1997-04-18,5.29
1826,1997-04-21,5.36
1827,1997-04-22,5.36
1828,1997-04-23,5.37
1829,1997-04-24,5.32
1830,1997-04-25,5.31
1831,1997-04-28,5.35
1832,1997-04-29,5.34
1833,1997-04-30,5.28
1834,1997-05-01,5.24
1835,1997-05-02,5.24
1836,1997-05-05,5.22
1837,1997-05-06,5.21
1838,1997-05-07,5.22
1839,1997-05-08,5.21
1840,1997-05-09,5.19
1841,1997-05-12,5.24
1842,1997-05-13,5.24
1843,1997-05-14,5.19
1844,1997-05-15,5.13
1845,1997-05-16,5.20
1846,1997-05-19,5.38
1847,1997-05-20,5.39
1848,1997-05-21,5.12
1849,1997-05-22,5.18
1850,1997-05-23,5.18
1851,1997-05-27,5.18
1852,1997-05-28,5.18
1853,1997-05-29,5.03
1854,1997-05-30,4.96
1855,1997-06-02,5.07
1856,1997-06-03,5.05
1857,1997-06-04,5.09
1858,1997-06-05,5.11
1859,1997-06-06,5.07
1860,1997-06-09,5.06
1861,1997-06-10,5.05
1862,1997-06-11,4.98
1863,1997-06-12,4.97
1864,1997-06-13,5.00
1865,1997-06-16,5.03
1866,1997-06-17,5.05
1867,1997-06-18,5.03
1868,1997-06-19,5.08
1869,1997-06-20,5.08
1870,1997-06-23,5.06
1871,1997-06-24,5.07
1872,1997-06-25,5.07
1873,1997-06-26,5.17
1874,1997-06-27,5.15
1875,1997-06-30,5.25
1876,1997-07-01,5.18
1877,1997-07-02,5.20
1878,1997-07-03,5.14
1879,1997-07-07,5.12
1880,1997-07-08,5.12
1881,1997-07-09,5.11
1882,1997-07-10,5.15
1883,1997-07-11,5.14
1884,1997-07-14,5.22
1885,1997-07-15,5.22
1886,1997-07-16,5.17
1887,1997-07-17,5.18
1888,1997-07-18,5.24
1889,1997-07-21,5.27
1890,1997-07-22,5.18
1891,1997-07-23,5.20
1892,1997-07-24,5.23
1893,1997-07-25,5.24
1894,1997-07-28,5.24
1895,1997-07-29,5.24
1896,1997-07-30,5.24
1897,1997-07-31,5.25
1898,1997-08-01,5.28
1899,1997-08-04,5.29
1900,1997-08-05,5.29
1901,1997-08-06,5.29
1902,1997-08-07,5.30
1903,1997-08-08,5.29
1904,1997-08-11,5.31
1905,1997-08-12,5.31
1906,1997-08-13,5.32
1907,1997-08-14,5.34
1908,1997-08-15,5.29
1909,1997-08-18,5.23
1910,1997-08-19,5.25
1911,1997-08-20,5.24
1912,1997-08-21,5.27
1913,1997-08-22,5.25
1914,1997-08-25,5.28
1915,1997-08-26,5.28
1916,1997-08-27,5.28
1917,1997-08-28,5.24
1918,1997-08-29,5.24
1919,1997-09-02,5.21
1920,1997-09-03,5.14
1921,1997-09-04,5.14
1922,1997-09-05,5.17
1923,1997-09-08,5.16
1924,1997-09-09,5.16
1925,1997-09-10,5.11
1926,1997-09-11,5.13
1927,1997-09-12,5.10
1928,1997-09-15,5.08
1929,1997-09-16,5.09
1930,1997-09-17,5.10
1931,1997-09-18,5.10
1932,1997-09-19,5.06
1933,1997-09-22,5.02
1934,1997-09-23,5.02
1935,1997-09-24,4.94
1936,1997-09-25,4.93
1937,1997-09-26,4.99
1938,1997-09-29,5.07
1939,1997-09-30,5.06
1940,1997-10-01,5.10
1941,1997-10-02,5.07
1942,1997-10-03,5.03
1943,1997-10-06,5.08
1944,1997-10-07,5.06
1945,1997-10-08,5.09
1946,1997-10-09,5.14
1947,1997-10-10,5.14
1948,1997-10-14,5.08
1949,1997-10-15,5.06
1950,1997-10-16,5.07
1951,1997-10-17,5.06
1952,1997-10-20,5.09
1953,1997-10-21,5.07
1954,1997-10-22,5.16
1955,1997-10-23,5.13
1956,1997-10-24,5.15
1957,1997-10-27,5.08
1958,1997-10-28,5.25
1959,1997-10-29,5.19
1960,1997-10-30,5.17
1961,1997-10-31,5.21
1962,1997-11-03,5.26
1963,1997-11-04,5.25
1964,1997-11-05,5.27
1965,1997-11-06,5.31
1966,1997-11-07,5.31
1967,1997-11-10,5.32
1968,1997-11-12,5.30
1969,1997-11-13,5.27
1970,1997-11-14,5.27
1971,1997-11-17,5.31
1972,1997-11-18,5.31
1973,1997-11-19,5.28
1974,1997-11-20,5.28
1975,1997-11-21,5.25
1976,1997-11-24,5.29
1977,1997-11-25,5.30
1978,1997-11-26,5.26
1979,1997-11-28,5.22
1980,1997-12-01,5.27
1981,1997-12-02,5.26
1982,1997-12-03,5.26
1983,1997-12-04,5.27
1984,1997-12-05,5.30
1985,1997-12-08,5.29
1986,1997-12-09,5.27
1987,1997-12-10,5.21
1988,1997-12-11,5.20
1989,1997-12-12,5.18
1990,1997-12-15,5.23
1991,1997-12-16,5.23
1992,1997-12-17,5.25
1993,1997-12-18,5.24
1994,1997-12-19,5.33
1995,1997-12-22,5.46
1996,1997-12-23,5.46
1997,1997-12-24,5.38
1998,1997-12-26,5.35
1999,1997-12-29,5.45
2000,1997-12-30,5.45
2001,1997-12-31,5.36
2002,1998-01-02,5.32
2003,1998-01-05,5.23
2004,1998-01-06,5.22
2005,1998-01-07,5.23
2006,1998-01-08,5.13
2007,1998-01-09,5.05
2008,1998-01-12,5.12
2009,1998-01-13,5.17
2010,1998-01-14,5.18
2011,1998-01-15,5.13
2012,1998-01-16,5.15
2013,1998-01-20,5.14
2014,1998-01-21,5.13
2015,1998-01-22,5.13
2016,1998-01-23,5.17
2017,1998-01-26,5.22
2018,1998-01-27,5.24
2019,1998-01-28,5.23
2020,1998-01-29,5.20
2021,1998-01-30,5.19
2022,1998-02-02,5.26
2023,1998-02-03,5.26
2024,1998-02-04,5.11
2025,1998-02-05,5.14
2026,1998-02-06,5.17
2027,1998-02-09,5.22
2028,1998-02-10,5.21
2029,1998-02-11,5.22
2030,1998-02-12,5.22
2031,1998-02-13,5.22
2032,1998-02-17,5.20
2033,1998-02-18,5.20
2034,1998-02-19,5.21
2035,1998-02-20,5.21
2036,1998-02-23,5.28
2037,1998-02-24,5.27
2038,1998-02-25,5.31
2039,1998-02-26,5.34
2040,1998-02-27,5.32
2041,1998-03-02,5.26
2042,1998-03-03,5.23
2043,1998-03-04,5.19
2044,1998-03-05,5.18
2045,1998-03-06,5.15
2046,1998-03-09,5.11
2047,1998-03-10,5.09
2048,1998-03-11,5.09
2049,1998-03-12,5.08
2050,1998-03-13,5.09
2051,1998-03-16,5.12
2052,1998-03-17,5.14
2053,1998-03-18,5.17
2054,1998-03-19,5.18
2055,1998-03-20,5.19
2056,1998-03-23,5.17
2057,1998-03-24,5.17
2058,1998-03-25,5.18
2059,1998-03-26,5.22
2060,1998-03-27,5.21
2061,1998-03-30,5.18
2062,1998-03-31,5.16
2063,1998-04-01,5.12
2064,1998-04-02,5.10
2065,1998-04-03,5.08
2066,1998-04-06,5.10
2067,1998-04-07,5.07
2068,1998-04-08,5.06
2069,1998-04-09,5.07
2070,1998-04-13,5.19
2071,1998-04-14,5.16
2072,1998-04-15,5.08
2073,1998-04-16,5.04
2074,1998-04-17,5.05
2075,1998-04-20,5.08
2076,1998-04-21,5.07
2077,1998-04-22,5.09
2078,1998-04-23,5.09
2079,1998-04-24,5.08
2080,1998-04-27,5.08
2081,1998-04-28,5.06
2082,1998-04-29,5.07
2083,1998-04-30,5.00
2084,1998-05-01,5.02
2085,1998-05-04,5.10
2086,1998-05-05,5.11
2087,1998-05-06,5.11
2088,1998-05-07,5.12
2089,1998-05-08,5.14
2090,1998-05-11,5.14
2091,1998-05-12,5.12
2092,1998-05-13,5.12
2093,1998-05-14,5.18
2094,1998-05-15,5.18
2095,1998-05-18,5.20
2096,1998-05-19,5.23
2097,1998-05-20,5.21
2098,1998-05-21,5.24
2099,1998-05-22,5.22
2100,1998-05-26,5.17
2101,1998-05-27,5.09
2102,1998-05-28,5.07
2103,1998-05-29,5.03
2104,1998-06-01,5.08
2105,1998-06-02,5.08
2106,1998-06-03,5.13
2107,1998-06-04,5.12
2108,1998-06-05,5.12
2109,1998-06-08,5.16
2110,1998-06-09,5.17
2111,1998-06-10,5.14
2112,1998-06-11,5.11
2113,1998-06-12,5.13
2114,1998-06-15,5.16
2115,1998-06-16,5.20
2116,1998-06-17,5.23
2117,1998-06-18,5.19
2118,1998-06-19,5.17
2119,1998-06-22,5.11
2120,1998-06-23,5.10
2121,1998-06-24,5.04
2122,1998-06-25,5.02
2123,1998-06-26,5.01
2124,1998-06-29,5.16
2125,1998-06-30,5.10
2126,1998-07-01,5.09
2127,1998-07-02,5.07
2128,1998-07-06,5.09
2129,1998-07-07,5.08
2130,1998-07-08,5.09
2131,1998-07-09,5.07
2132,1998-07-10,5.06
2133,1998-07-13,5.13
2134,1998-07-14,5.16
2135,1998-07-15,5.14
2136,1998-07-16,5.17
2137,1998-07-17,5.14
2138,1998-07-20,5.09
2139,1998-07-21,5.09
2140,1998-07-22,5.07
2141,1998-07-23,5.09
2142,1998-07-24,5.08
2143,1998-07-27,5.06
2144,1998-07-28,5.07
2145,1998-07-29,5.07
2146,1998-07-30,5.07
2147,1998-07-31,5.10
2148,1998-08-03,5.13
2149,1998-08-04,5.10
2150,1998-08-05,5.08
2151,1998-08-06,5.03
2152,1998-08-07,4.99
2153,1998-08-10,5.07
2154,1998-08-11,5.03
2155,1998-08-12,5.02
2156,1998-08-13,5.04
2157,1998-08-14,5.03
2158,1998-08-17,5.07
2159,1998-08-18,5.06
2160,1998-08-19,5.07
2161,1998-08-20,5.04
2162,1998-08-21,5.01
2163,1998-08-24,5.08
2164,1998-08-25,5.09
2165,1998-08-26,5.06
2166,1998-08-27,4.99
2167,1998-08-28,4.91
2168,1998-08-31,4.96
2169,1998-09-01,4.92
2170,1998-09-02,4.91
2171,1998-09-03,4.83
2172,1998-09-04,4.86
2173,1998-09-08,4.94
2174,1998-09-09,4.88
2175,1998-09-10,4.78
2176,1998-09-11,4.87
2177,1998-09-14,4.83
2178,1998-09-15,4.79
2179,1998-09-16,4.74
2180,1998-09-17,4.70
2181,1998-09-18,4.63
2182,1998-09-21,4.82
